,채널명,영상ID,카테고리ID,게시일,제목,설명,출연자_정보,재생시간,조회수,좋아요수,댓글수,재생시간(초),년도
3990,유 퀴즈 온 더 튜브,nFIPDQ9FXBc,24,2020-07-29 15:55:30+00:00,'성공의 맛'을 알아버린(?) 나영석PD의 고민은...? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT5M50S,213,2,0,350.0,2020
3991,유 퀴즈 온 더 튜브,ujUFta4MQzw,24,2020-07-29 15:54:14+00:00,나영석 PD의 캐스팅 기준 공개! (시청률의 노.예) | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M1S,120,2,0,121.0,2020
3992,유 퀴즈 온 더 튜브,iG4nXsnPSZE,24,2020-07-29 15:54:04+00:00,tvN의 왕(?) 나영석 PD가 성공할 수 있었던 이유? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M50S,199,5,0,170.0,2020
3993,유 퀴즈 온 더 튜브,rPxIQWtD8BM,24,2020-07-29 15:53:45+00:00,유퀴즈 편집실 공개! 그리고... 상처받은 아기자기? (feat. 완강기) | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M33S,1946,20,1,153.0,2020
3994,유 퀴즈 온 더 튜브,VMiIdbEGV3M,24,2020-07-29 15:52:55+00:00,자기님의 마음 속 캐스팅은 아기자기?! 아마존 보내고 싶어요~ | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT3M18S,59,1,0,198.0,2020
3995,유 퀴즈 온 더 튜브,36UCRfSXdp8,24,2020-07-29 15:51:47+00:00,하루종일 김구라만 보는 PD자기님? 자꾸 보면... 귀여워요☆ | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M48S,171,2,0,168.0,2020
3996,유 퀴즈 온 더 튜브,joTKaulhAfA,24,2020-07-29 15:51:11+00:00,방송계의 진실! 김수현 같은 PD는 없지만... 조셉 같은 PD는 많다?! | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M14S,437,6,0,134.0,2020
3997,유 퀴즈 온 더 튜브,KS299lY0o_c,24,2020-07-29 15:50:38+00:00,큰 자기 인생 최대의 난제? 보통 or 곱빼기! 그것이 문제로다... | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT3M29S,32,0,0,209.0,2020
3998,유 퀴즈 온 더 튜브,Y6dyQHolBI8,24,2020-07-29 15:49:33+00:00,"바둑, 장기... 그리고 ㅇㅇㅇ?! 자기님의 은밀한 취미생활??? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40","＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M50S,32,0,0,170.0,2020
3999,유 퀴즈 온 더 튜브,z1fwbTPnNyk,24,2020-07-29 15:49:31+00:00,그 시절 부자 감별기?! 27년 된 각(?) 자동차를 만나다! | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M49S,5660,39,6,169.0,2020
4000,유 퀴즈 온 더 튜브,YBQYKLWm9-8,24,2020-07-29 15:47:52+00:00,전영록으로 대동단결!! 장갑(?)으로 시작된 추억여행☆ | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '상암동', 'DMC', '방송국', '편집', '갱년기', '핑크뮬리', '하늘공원', '사진', '전영록', '라디오', '안테나', '토끼띠', '지루박', '브루스', '짜장면', '탕수육', '유산슬', '짜사이', '김태호', '김구라', '아마존', '청일전자미쓰리', '직업병', '나영석', '시청률', '플렉스']",PT2M9S,266,7,1,129.0,2020
4001,유 퀴즈 온 더 튜브,SPqQdGGWYzs,24,2020-07-29 15:47:34+00:00,사진으로 갱년기 극복!? '집에서 짜증 안내서 좋대요!' | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT3M1S,64,0,0,181.0,2020
4002,유 퀴즈 온 더 튜브,IEvJ8xRdd_c,24,2020-07-29 15:47:33+00:00,[#유퀴즈] 39화 레전드! ′자기들 씨름 대결′부터 ′셀프 골반 점검법′까지! | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT6M5S,80,0,0,365.0,2020
4003,유 퀴즈 온 더 튜브,NN-KtVGx9pw,24,2020-07-29 15:46:41+00:00,tvN의 왕(?) 나영석PD와 함께! 유퀴즈 온 더 상암동! | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191022 EP.40,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT1M6S,66,0,1,66.0,2020
4004,유 퀴즈 온 더 튜브,gMqlXPzGYLc,24,2020-07-29 15:45:16+00:00,양예빈 선수 VS 자기들! 200m 친선경기의 결과는? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT1M15S,275,2,0,75.0,2020
4005,유 퀴즈 온 더 튜브,UipeO35kbKk,24,2020-07-29 15:45:09+00:00,육상계의 김연아! 떠오르는 육상 샛별 양예빈 선수와의 만남 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M45S,575,12,0,165.0,2020
4006,유 퀴즈 온 더 튜브,7iUmyIzncT8,24,2020-07-29 15:44:49+00:00,아기자기 조세호 멀리뛰기 도전! 모래가 끌어당기는 중...? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT3M13S,515,6,1,193.0,2020
4007,유 퀴즈 온 더 튜브,8P9ri0bSN3g,24,2020-07-29 15:44:20+00:00,학교 안 가요?ㅋㅋ 지독한 멀리뛰기 후유증에 시달리는 조셉 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT1M51S,17,1,0,111.0,2020
4008,유 퀴즈 온 더 튜브,uTd8knKD_3w,24,2020-07-29 15:43:36+00:00,양예빈 선수를 뛰게 하는 원동력은? BTS 콘서트♡ | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT1M34S,516,11,2,94.0,2020
4009,유 퀴즈 온 더 튜브,fLKEXuZzwf8,24,2020-07-29 15:42:51+00:00,1년만에 다시 만났다! 한체대 자기님들과 근황 토크☆ | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT7M13S,400,3,0,433.0,2020
4010,유 퀴즈 온 더 튜브,qxVhG93kRtU,24,2020-07-29 15:42:41+00:00,[유퀴즈 중계석] 2019 전국체전 '철인 3종 경기' 대회 다시 보기 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT3M30S,82,1,0,210.0,2020
4011,유 퀴즈 온 더 튜브,K4NqTeRMzSA,24,2020-07-29 15:42:17+00:00,비인기 종목 '철인 3종 경기'에 대한 김지환 선수의 고민 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M8S,346,7,0,128.0,2020
4012,유 퀴즈 온 더 튜브,cgu8E2dEj78,24,2020-07-29 15:41:14+00:00,폭발적인 스타트! 큰 자기&아기자기의 '카누 대회' 중계석! | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT4M,482,5,0,240.0,2020
4013,유 퀴즈 온 더 튜브,CTK9qvu3_t8,24,2020-07-29 15:39:42+00:00,김지환 선수의 믿을 수 없는 산뜻함! 오늘 경기하신 거 맞나요..? | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT1M50S,38,1,0,110.0,2020
4014,유 퀴즈 온 더 튜브,pHevH5nfk1k,24,2020-07-29 15:39:41+00:00,씨름판의 아이돌 유퀴즈에서 최초 격돌! (feat. 자기들의 씨름대결) | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT7M6S,473,9,0,426.0,2020
4015,유 퀴즈 온 더 튜브,ZHIrN1N4wrA,24,2020-07-29 15:39:24+00:00,직업이 국가대표? 전국체전만 26번 출전! 이순자 선수 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M45S,69,1,0,165.0,2020
4016,유 퀴즈 온 더 튜브,Dh8J67aIiiA,24,2020-07-29 15:37:25+00:00,박정우 선수에게 뿌려치기 당한 큰 자기 (머쓱 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M23S,196,1,0,143.0,2020
4017,유 퀴즈 온 더 튜브,Kgs7VUTRBdc,24,2020-07-29 15:37:13+00:00,국가대표의 셀프 응원 비법은? '할 수 있어' | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M2S,34,0,0,122.0,2020
4018,유 퀴즈 온 더 튜브,1PPTyS1KrxQ,24,2020-07-29 15:37:10+00:00,[유퀴즈 중계석] 2019 전국체전 '씨름 대회' 다시 보기 | 유 퀴즈 온 더 블럭 YOU QUIZ ON THE BLOCK 191015 EP.39,"＜유 퀴즈 온 더 블럭＞ 매주 화요일 밤 11시 tvN 방송
------------------------------------------------------------------
 ▶[유 퀴즈 온 더 블럭] 최신 클립 다시보기 : http://www.tving.com/smr/vod/player/P/C01_B120180515?from=youtube
------------------------------------------------------------------","['유퀴즈온더블럭', '유퀴즈', '유재석', '조세호', 'tvN', '예능', '퀴즈', '전국체전', '롤러스포츠스피드', '롤러스피드요정', '이예림', '씨름', '씨름판아이돌', '황찬섭', '박정우', '뿌려치기', '카누', '이순자', '국가대표', '할수있어', '한체대', '양예빈', '육상샛별', 'BTS', '멀리뛰기', '친선경기']",PT2M56S,118,2,0,176.0,2020
