,출연자,제목,회차,조회수,좋아요수,댓글수,재생시간(초),구독자수,term,시청률,직업,성별,나이,수상여부,인지도
478,이대양,육아 웹툰을 그리는 공학 박사 이대양 자기님! 별안간 혼난(?) 큰 자기? #highlight#,143,27728,527,34,652,664389,716,5.539,예술인,M,청년,Y,N
479,차준환,[선공개] 차준환 선수가 큰 자기&아기자기를 위해 준비한 선물? 시원한 빙수~♥#,144,274842,6287,328,275,666880,709,5.662,운동선수,M,청년,Y,Y
480,박재민,"자료조사만 506장? 외국 선수 생일까지 아는 최초의(?) 해설위원, 박재민 자기님 #highlight#",144,102310,1821,96,810,666880,709,5.662,연예인,M,청년,Y,Y
481,쇼트트랙국가대표선수단,"마, 이게 여자 쇼트트랙 대표팀이다! 올림픽 계주 3연속 메달♥ #highlight#",144,79915,1095,25,749,666880,709,5.662,운동선수,M,청년,N,N
482,정지웅,"붕어빵 지웅이, ?서울대 22학번? 되다! 랜선 이모&삼촌 감동폭발??#highlight#",145,1943074,17782,1067,795,671861,692,4.543,연예인,M,청년,Y,Y
483,이민정,[선공개] 이민정 자기님이 조세호에게 곱창을 사준 이유? MJ의 털털한 반전 매력♥#,145,585459,4404,308,305,671861,692,4.543,연예인,M,중년,N,Y
484,임재혁,알바몬 임재혁 자기님의 눈물 나는 알바썰 ㅠㅁㅠ (feat.지우학 멤버들)#,145,32397,337,11,287,671861,692,4.543,연예인,M,청년,Y,Y
485,컬링여자국가대표선수단,힘들었던 시기를 딛고 일어난? 대한민국 컬링의 자부심 팀 킴 자기님들??#highlight#,145,25700,400,21,667,671861,692,4.543,운동선수,F,청년,N,Y
486,입짧은햇님,명언이라는 것이 폭발했다?? 먹방계의 귀요미 입짧은햇님??#highlight#,146,838250,6053,275,921,674352,685,5.84,예술인,F,중년,N,Y
487,윤여정,홍보하러 나오신 거 맞습니다☆ 윤여정 자기님의 {파친코} 캐스팅 비하인드!#,146,248636,3296,140,294,674352,685,5.84,연예인,F,노년,Y,Y
488,홍진호,홍진호 ??냉동인간?? 되다? 2222년 2월 22일까지 장수해주세요?? #highlight#,146,30137,437,46,680,674352,685,5.84,예술인,M,중년,Y,Y
489,조나단,※웃음주의※ 찐남매케미 뿜뿜? K-남매의 진수 조나단&파트리샤 자기님들??#highlight#,147,870195,11385,493,1100,676843,678,5.124,연예인,M,청년,N,Y
490,파트리샤,※웃음주의※ 찐남매케미 뿜뿜? K-남매의 진수 조나단&파트리샤 자기님들??#highlight#,147,870195,11385,493,1100,676843,678,5.124,연예인,F,청년,N,N
491,구본진,필적으로 알아보는 유느와 아기자기의 성향! 글씨체를 바꾸면 성격도 바꿀 수 있다?#,147,239337,2222,71,283,676843,678,5.124,전문기술,M,중년,Y,N
492,박희순,"[선공개] ""나 50대 아이돌 좋아했네.."" 박희순 자기님의 반전매력 대공개♥#",147,226025,3753,294,334,676843,678,5.124,사회복지,M,중년,N,Y
493,한문철,[선공개] 한문철 자기님과 함께하는 블랙박스 몇대몇★ 이렇게 황당한 교통사고가 있다구요!?#,148,573329,5992,491,278,679333,671,4.81,전문기술,M,중년,Y,Y
494,김종기,"[ENG] 아들을 위해, 수많은 학생을 위해, 27년 간 학교 폭력과 싸워온 김종기 자기님 #highlight#",148,90722,1548,163,957,679333,671,4.81,사회복지,M,중년,Y,Y
495,황규호,교수계의 아이돌? 이화여대 남성 교수 중창단 자기님들??#highlight#,148,78011,1808,176,783,679333,671,4.81,사회복지,M,중년,N,N
496,이상돈,교수계의 아이돌? 이화여대 남성 교수 중창단 자기님들??#highlight#,148,78011,1808,176,783,679333,671,4.81,사회복지,M,중년,N,N
497,채기준,교수계의 아이돌? 이화여대 남성 교수 중창단 자기님들??#highlight#,148,78011,1808,176,783,679333,671,4.81,사회복지,M,중년,N,N
498,임종령,딸들은 하버드랑 버클리요..? 임종령 자기님만의 특별한(?) 교육법#,148,14967,194,4,111,679333,671,4.81,전문기술,M,청년,Y,Y
499,안병헌,강력 범죄 예방을 위한 노력은 계속된다? 무도실무관 1기 안병헌 자기님 #highlight #,149,101358,1193,106,842,681824,664,3.824,사회복지,M,중년,Y,N
500,김영태,"[선공개] 시속 260㎞으로 달리던 운전자, 황당무계 과속한 이유는?#",149,43700,443,655,287,681824,664,3.824,사회복지,M,청년,Y,N
501,라상훈,울진·삼척 산불 진화의 영웅?? 공중진화대 라상훈 팀장님?#highlight #,149,24528,449,71,888,681824,664,3.824,사회복지,M,중년,Y,N
502,김진영,믿을 수 있는 건 오직 현장 뿐! 살인 사건 해결의 열쇠 김진영 검시조사관??#highlight #,149,19526,285,19,921,681824,664,3.824,사회복지,M,중년,N,N
503,임세아,"싸이, 신화 댄서 → 디올 최초 한국인 디자이너??가 된 임세아 자기님??#highlight#",150,272168,2945,157,1015,684315,657,4.405,전문기술,F,노년,Y,N
504,이성엽,?웃음 폭발? K-직장인 공감짤 생성기 이성엽 자기님의 美친 토크??#highlight#,150,223872,2913,146,706,684315,657,4.405,서비스,M,청년,Y,N
505,이소은,"뉴요커도 하루의 마무리는 육개장으로★ '서방님'을 부르던 소녀 이소은, '변호사'가 되다 #highlight#",150,58822,720,84,904,684315,657,4.405,사회복지,F,노년,N,Y
506,박보영,[선공개] 뽀블리 일기장 최초 공개! 박보영 자기님이 죽기 전에 꼭 할 일은 일기장 태우기!?#,151,174263,2722,466,287,686806,650,3.546,연예인,F,청년,N,Y
507,정영미,역사 덕후들 모여라?? 조선 288년의 역사를 풀어내는 정영미 자기님??#highlight#,151,173538,1777,101,908,686806,650,3.546,전문기술,M,중년,N,N
508,명업식,편지 쓰다 왜 눈물이 나지..?? 편지 쓰는 택시를 운전하는??명업식 자기님#highlight#,151,15137,361,25,948,686806,650,3.546,기타,M,중년,N,N
509,김어진,세상에서 가장 귀여운 새부터 → 가장 빠른 새까지! 새덕후의 새 토크#,151,8155,282,27,265,686806,650,3.546,기타,M,청년,Y,N
510,임영웅,[선공개] 첫 단독 예능 출연한 임영웅 자기님! 예능계X가요계 양대산맥의 '웅'명적 만남♥#,152,1052584,34561,1718,258,689296,646,5.451,연예인,M,청년,N,Y
511,강형욱,전생에 강아지가 아니었을까?? 견주들의 히어로? 강형욱 자기님#highlight#,152,559498,7757,416,801,689296,646,5.451,전문기술,M,중년,Y,Y
512,정찬성,??K-좀비 열풍??은 격투기에서도 진행 중?? 코리안 좀비?? 정찬성 자기님#highlight#,152,33718,477,93,934,689296,646,5.451,운동선수,M,청년,N,Y
513,권혜정,1학년 후배들을 위한 학교생활?? 꿀팁만 모았다?? 멋진 9살 선배 자기님들??#highlight#,153,474694,10209,0,869,691787,638,3.676,학생,F,청소년,N,N
514,김도현,1학년 후배들을 위한 학교생활?? 꿀팁만 모았다?? 멋진 9살 선배 자기님들??#highlight#,153,474694,10209,0,869,691787,638,3.676,학생,M,청소년,N,N
515,김민섭,연대가?? 이뤄낸 따뜻한 기적?? '김민섭 찾기'의 두 주인공 김민섭 자기님들#highlight#,153,216573,3943,173,798,691787,638,3.676,예술인,M,청년,Y,Y
516,윤수임,1학년 후배들을 위한 학교생활?? 꿀팁만 모았다?? 멋진 9살 선배 자기님들??#highlight#,153,474694,10209,0,869,691787,638,3.676,학생,F,청소년,Y,N
517,한경록,생일에 제일 바쁜 남자 한경록 자기님과 굳건한 27년 차 밴드 크라잉넛??#highlight#,153,100057,1203,101,905,691787,638,3.676,기타,M,청년,Y,N
518,최재천,일단 떠들어 재껴요(?) 최재천 자기님이 말하는 하버드 대학생들의 모습#,153,45638,736,21,242,691787,638,3.676,사회복지,M,중년,N,Y
519,김영하,상상력과 섬세함을 모두 가졌다? 소설 쓰는 김영하 자기님??#highlight#,154,499960,7268,122,1065,694278,631,3.583,예술인,M,중년,N,Y
520,김수지2,내겐 진입장벽 따윈 없어?? ??레드벨벳?? 신곡을 작사한 아나운서 김수지 자기님#highlight#,154,256197,3195,113,875,694278,631,3.583,예술인,F,청년,Y,Y
521,마포 로르,154화 레전드! '꾼’ 특집 자기님들의 킬링포인트 모음☆#,154,9930,117,5,1070,694278,631,3.583,기타,F,청년,Y,N
522,조근식,"조근식 약사님이 라오스에 집을 짓게 된 사연, 10년 전 여행이 시작이었다#",154,2308,58,3,211,694278,631,3.583,전문기술,M,청년,Y,N
523,CL,[선공개] 씨엘 자기님과 조셉은 어떤 인연이..!? 초록색 퍼가 쏘아올린 작은 공ㅋㅋ#,155,621757,7895,423,385,696769,624,3.81,연예인,F,청년,Y,Y
524,허태균,"와플 기계로 신발 빼고 다 굽는 한국인, 이런 특성 때문에 위기에 강하다?#",155,317329,3857,242,207,696769,624,3.81,사회복지,M,중년,Y,Y
525,신순규,피아노 배우러 갔다가 하버드에 합격??? 월가 애널리스트?? 신순규 자기님#highlight#,155,198377,4011,183,1017,696769,624,3.81,전문기술,M,청년,N,N
526,박향자,칠십 인생을 담았다! 찐 스웨그?? 폭발하는 순창 할미넴 자기님들????#highlight#,155,19887,349,25,875,696769,624,3.81,기타,M,중년,N,N
527,김영자,칠십 인생을 담았다! 찐 스웨그?? 폭발하는 순창 할미넴 자기님들????#highlight#,155,19887,349,25,875,696769,624,3.81,기타,M,중년,N,N
528,김영자,"눈물 닦고 정신 차리자, 자식만큼은 잘 키우고 싶었던 꽃샘 김영자 자기님#",155,3654,35,4,166,696769,624,3.81,기타,M,중년,N,N
529,백성자,칠십 인생을 담았다! 찐 스웨그?? 폭발하는 순창 할미넴 자기님들????#highlight#,155,19887,349,25,875,696769,624,3.81,기타,M,중년,Y,N
530,강민경,[선공개] 다비치와의 밸런스 게임! 유재석&이해리??조세호&강민경 막상막하의 승부ㅋㅋ#,156,908610,8338,423,364,699259,611,4.212,연예인,F,청년,N,Y
531,이해리,[선공개] 다비치와의 밸런스 게임! 유재석&이해리??조세호&강민경 막상막하의 승부ㅋㅋ#,156,908610,8338,423,364,699259,611,4.212,연예인,F,청년,N,Y
532,아룰 제임스,한국인 패치 완료? 서로의 영원한 반쪽?? 인도 쌍둥이 신부님들 #highlight#,156,29858,515,31,681,699259,611,4.212,사회복지,M,중년,N,N
533,아룰 하비에르,한국인 패치 완료? 서로의 영원한 반쪽?? 인도 쌍둥이 신부님들 #highlight#,156,29858,515,31,681,699259,611,4.212,사회복지,M,중년,N,N
534,김선민,"간절히, 치열하게 경기한다! 동료에서 생명의 은인이 된?? 축구선수 자기님들? #highlight#",156,9677,124,8,606,699259,611,4.212,운동선수,M,중년,N,Y
535,김원식,"간절히, 치열하게 경기한다! 동료에서 생명의 은인이 된?? 축구선수 자기님들? #highlight#",156,9677,124,8,606,699259,611,4.212,운동선수,M,중년,Y,Y
536,이명희,77일간의 남미 여행! 이명희 & 조헌주 자기님들이 여행을 떠난 계기#,156,5703,55,1,172,699259,611,4.212,예술인,M,청년,N,N
537,조헌주,77일간의 남미 여행! 이명희 & 조헌주 자기님들이 여행을 떠난 계기#,156,5703,55,1,172,699259,611,4.212,예술인,F,청년,N,N
538,유지태,가치관까지 섹시하다?? 마음도 태평양처럼 넓은?? 유지태 자기님 #highlight#,157,94590,1395,78,867,701750,603,3.979,연예인,M,중년,Y,Y
539,박주영,사회적 약자를 위한 말?? 판결문으로 세상에 울림을 주는?? 박주영 판사님 #highlight#,157,92571,2306,168,1216,701750,603,3.979,전문기술,M,중년,Y,Y
540,정선근,큰 자기 VS 정선근 자기님의 플랭크 대결 ㄷㄷ 허리에 좋은 운동까지!#,157,54161,723,31,271,701750,603,3.979,사회복지,M,중년,N,N
541,임천숙,아이들의 쉼터가 된 미용실?? 임천숙 자기님의 따뜻한 마음?? #highlight#,157,27801,592,58,969,701750,603,3.979,예술인,F,청년,Y,N
542,구준엽,사랑꾼의 역사를 새로 쓰셨다? 구준엽 자기님의 러브 스토리?? #highlight#,158,85598,1648,122,899,704241,596,5.182,연예인,M,중년,Y,Y
543,루나,세입자들 공감 백배?? 전세 사기 경험을 만화로 그린 루나 자기님?? #highlight#,158,31833,472,29,941,704241,596,5.182,연예인,F,청년,N,N
544,오건영,알기 쉬운 경제 설명?? 글로벌 경제 분석 1인자 오건영 컨설턴트?? #highlight#,158,18103,263,19,788,704241,596,5.182,전문기술,M,중년,Y,N
545,곽상은,158화 레전드! '이것은 실화다' 특집 자기님들의 킬링포인트 모음☆#,158,5046,70,5,1021,704241,596,5.182,예술인,F,청년,Y,Y
546,임채원,※필수 시청※ 사기 피하는 방법?? 사기 없는 세상을 꿈꾸는 임채원 자기님? #highlight#,159,174603,3012,214,1072,706731,589,4.238,전문기술,M,중년,Y,N
547,이준호,[선공개] 우리 집 준호vs우리 집 세호! 치명적인 무대의 승자는? 오늘은 준퀴즈?#,159,167646,4954,459,243,706731,589,4.238,연예인,M,청년,N,N
548,이주영,칼각 품새로 세계를 휘어잡은?? 태권소녀 이주영 자기님?? #highlight#,159,24701,357,0,809,706731,589,4.238,운동선수,M,청소년,Y,Y
549,김성권,김성권 자기님이 '싱겁게먹기실천연구회'를 설립하신 계기? (ft. 매운맛 Q&A)#,159,5934,88,7,201,706731,589,4.238,사회복지,M,중년,N,N
550,한지민,[선공개] 배우 한지민의 예능 블루스♥ '우리들의 블루스' 촬영 비하인드 스토리!?#,160,738013,5707,347,367,709222,583,4.255,연예인,F,청년,Y,Y
551,한지민,카메라 켜지기 전부터 울었어요 ㅠㅁㅠ 한지민 자기님의 '우리들의 블루스' 비하인드#,160,6647,68,5,99,709222,583,4.255,연예인,F,청년,Y,Y
552,박항서,?2002 월드컵 신화의 주역? 베트남을 승리로 이끈 박항서 자기님? #highlight#,160,61808,739,55,1145,709222,583,4.255,예술인,M,중년,Y,Y
553,박항서,"""안정환처럼 하지 말고.."" 박항서 자기님의 2002년 월드컵 비하인드ㅋㅋ#",160,3878,61,4,310,709222,583,4.255,예술인,M,중년,Y,Y
554,송낙훈,초근접 샷!! 수많은 아이돌 레전드 직캠을 남긴?? 인기가요 카메라 감독님들?? #highlight#,160,43130,739,45,716,709222,583,4.255,예술인,M,중년,Y,N
555,송낙훈,월급 좀 올려줘요 ㅠ 무대 뒤 카메라 감독님들의 열정 (ft. 나연 & TNX)#,160,4971,91,4,162,709222,583,4.255,예술인,M,중년,Y,N
556,조진현,초근접 샷!! 수많은 아이돌 레전드 직캠을 남긴?? 인기가요 카메라 감독님들?? #highlight#,160,43130,739,45,716,709222,583,4.255,예술인,M,중년,N,N
557,조진현,월급 좀 올려줘요 ㅠ 무대 뒤 카메라 감독님들의 열정 (ft. 나연 & TNX)#,160,4971,91,4,162,709222,583,4.255,예술인,M,중년,N,N
558,박세령,오빠의 카톡 차단?!ㅋㅋㅋ 현실 K-남매의 진수 보여주는 박세령 자기님#,160,5417,45,0,166,709222,583,4.255,연예인,F,중년,N,N
559,김상욱,큰 자기 & 아기자기 맞춤형 설명?? 다정한 물리학자 김상욱 자기님?? #highlight#,161,1192158,12928,526,916,711713,575,3.511,전문기술,M,중년,N,Y
560,배철수,38년 만의 재결합 → 콘서트?? 배철수 & 구창모 자기님들의 거침없는 입담??? #highlight#,161,357046,3767,270,1096,711713,575,3.511,연예인,M,중년,N,Y
561,구창모,38년 만의 재결합 → 콘서트?? 배철수 & 구창모 자기님들의 거침없는 입담??? #highlight#,161,357046,3767,270,1096,711713,575,3.511,연예인,M,중년,Y,Y
562,박경림,예능 요정에서 영화 전문 MC로?? 충무로 요정 박경림 자기님?? #highlight#,161,274537,2710,195,740,711713,575,3.511,연예인,F,중년,Y,Y
563,노영선,의대 99학번 → 슬의생 실사판! 노영선 자기님이 생각하는 공공의료의 역할#,161,27061,326,25,277,711713,575,3.511,전문기술,F,청년,Y,N
564,김신영,대한민국 영화 거장이 '마침내' 사랑한 천재 배우??? 김신영 자기님?? #highlight#,162,223132,2910,165,1006,714204,568,3.298,연예인,F,청년,N,Y
565,고정환,"12년의 땀과 눈물이 담긴 16분의 비상, 누리호 발사의 모든 과정?? #highlight#",162,46607,696,24,1059,714204,568,3.298,전문기술,M,중년,Y,N
566,앨런 킴,(애교 폭발??) 10살 어린이 그 잡채? 천상 연예인 앨런킴 자기님 #highlight#,162,32537,464,37,689,714204,568,3.298,예술인,M,청소년,Y,N
567,이정원,집에서나 화제 됐어요 ^^ 1화 출연 이정원 자기님이 말하는 그 날의 기억ㅋㅋ#,162,6532,96,0,231,714204,568,3.298,예술인,F,청년,Y,N
568,박은빈,"27년을 연기만 팠다?? 우영우 그 잡채, 세상 무해한 박은빈 자기님 토크?? #highlight#",163,2175854,29085,1850,1119,726657,491,5.735,연예인,F,청년,Y,Y
569,김신욱,라디오에는 희로애락이 있다?? 큰 자기&아기자기 빵빵 터진 레전드 토크?? #highlight#,163,287186,2493,56,995,726657,491,5.735,예술인,F,청년,N,N
570,김한민,영화 찍다 벅차올라서 눈물까지 흘렸다?? 이순신 찐덕후 김한민 감독님?? #highlight#,163,122382,1215,42,1017,726657,491,5.735,예술인,M,중년,Y,Y
571,하준우,30초에 줄넘기 111개를요..? ㅇ0ㅇ 4살부터 줄을 넘은 떡잎부터 다른 실력!#,163,87168,1008,37,411,726657,491,5.735,학생,M,청소년,Y,N
572,문상훈,얘들아 문쌤 왔다~!????? 코미디를 향한 열정 가득 문상훈 자기님?? #highlight#,164,780357,10331,388,727,729148,484,3.993,예술인,M,청년,Y,Y
573,장원석,1000만 영화들은 내 손에서 탄생했다? 영화계의 미다스 손 장원석 대표님?? #highlight#,164,92281,716,22,906,729148,484,3.993,예술인,M,청년,Y,N
574,소지섭,[선공개] 멋짐 그 자체 소지섭 자기님★ '소간지' 별명에 대한 생각은?#,164,87217,1074,82,135,729148,484,3.993,연예인,M,청년,N,Y
575,정나래,도르트문트 합창단의 아리랑 공개★ 한국을 사랑하게 된 아이들의 인터뷰까지!#,164,13629,282,13,374,729148,484,3.993,예술인,F,청년,Y,N
576,주호민,요즘 제일 웃긴 40대 남자?? 그리고 아빠 주호민의 이야기?? #highlight#,165,2065942,19872,1953,1229,731639,477,4.096,예술인,M,중년,Y,Y
577,이혜리,3초 애교로 모두를 반하게 만들었다?? 긍정왕 파워연예인 혜리?? #highlight#,165,511441,4524,283,1111,731639,477,4.096,연예인,F,청년,N,N
578,김결,바퀴 다 잡아드립니다?? 해충 방역에 누구보다 진심인 김결 자기님? #highlight#,165,49261,419,36,746,731639,477,4.096,전문기술,M,청년,Y,N
579,김한겸,국내 최초 미라 연구가도 미라의 저주 때문에 무서운 적이 있었다?!ㅋㅋ#,165,14254,173,4,260,731639,477,4.096,전문기술,M,중년,Y,N
580,이대호,영원한 롯데의 10번?? 조선 4번 타자 이대호 자기님의 은퇴식 이야기?? #highlight#,166,734022,7196,824,763,734130,470,3.9,운동선수,M,중년,Y,Y
581,진선규,악역일 때와는 180도 다른 매력?? 진선규 자기님의 연기 인생? #highlight#,166,636143,7646,414,1020,734130,470,3.9,연예인,M,청년,Y,Y
582,최원호,주식 투자를 희극으로 만든?? S전자 한 우물 최원호 자기님?? #highlight#,166,379963,5220,400,1064,734130,470,3.9,기타,M,중년,Y,N
583,배유진,모델로 번 돈은 엄마께 드리는 효녀 ㅠㅁㅠ 인종차별로 힘들었던 모녀의 이야기#,166,125389,1433,214,338,734130,470,3.9,예술인,F,청년,Y,N
584,이서진,까칠 다정 본좌..?? 마성의 츤데레 이서진 자기님 (with 나영석 PD)? #highlight#,167,1539714,12577,531,1149,736620,456,5.37,연예인,M,청년,Y,Y
585,폴김,공부가 제일 싫었어요?? 스탠포드대 부학장이 된 만년 꼴찌 폴김 자기님?? #highlight#,167,181548,1893,139,1093,736620,456,5.37,연예인,M,청년,N,N
586,유홍준,29년간 이어온 열정?? 유홍준 교수님의 문화유산 답사기?? #highlight#,167,126852,1908,89,1076,736620,456,5.37,사회복지,M,중년,Y,Y
587,유해진,트리플 천만 배우가 왕으로 돌아온다?? 큰 자기와 찰떡 케미 유해진 자기님?? #highlight#,168,2263238,15158,631,1148,739111,449,4.336,연예인,M,청년,N,Y
588,오세연,"입덕부터 탈덕까지, 진짜 팬들의 이야기?? 영화 '성덕'의 오세연 감독님?? #highlight#",168,212040,2165,105,814,739111,449,4.336,예술인,F,중년,Y,N
589,이범식,강인한 의지와 열정으로 58세에 박사 되다?? 이범식 자기님의 토크? #highlight#,168,60058,1067,72,935,739111,449,4.336,사회복지,M,중년,Y,N
590,정윤,감독님 존경한다는 정윤 자기님 말에 냅다 이름 맞혀보려는 조셉ㅋㅋ #유료광고포함#,168,6580,90,5,287,739111,449,4.336,학생,M,청소년,N,N
591,로이스 킴,50대에 G사 신입사원이 된 로이스 킴(정김경숙) 자기님! 직장 생활 잘하는 법?? #highlight#,169,204674,1758,107,879,741602,442,4.019,기타,F,중년,N,N
592,션,션 자기님의 감동적인 기부 스토리! 누군가를 도울 수 있다는 건 행운??  #highlight#,169,118831,1762,111,926,741602,442,4.019,연예인,M,중년,N,Y
593,조혜송,문과 출신 N사 웹 개발자 자기님이 알려주는 신입사원의 모든 것?? #highlight#,169,45755,421,32,628,741602,442,4.019,전문기술,M,청년,Y,N
594,조혜송,문과 출신이 N사 웹 개발자가 되기 위해 준비한 과정 대.공.개??#,169,6485,80,9,243,741602,442,4.019,전문기술,M,청년,Y,N
595,유택근,유택근 자기님이 직접 들려주는 타일공의 하루 일과#,169,6786,70,4,208,741602,442,4.019,전문기술,M,청년,Y,N
596,김붕년,2026년까지 예약이 꽉! 소아·청소년 정신과 김붕년 교수님의 명강의 ?? #highlight#,170,210378,2253,95,827,744093,435,5.108,사회복지,M,중년,N,N
597,손석구,남자가 봐도 SEXY..손석구 자기님은 못하는 게 뭐예요?? #highlight#,170,98214,1019,58,935,744093,435,5.108,연예인,M,청년,N,Y
598,오요안나,기상 캐스터' 궁금해? ?? 그럼 일단 들어와. 3사 기상 캐스터가 다 모였다☆ #highlight#,170,41044,452,30,889,744093,435,5.108,운동선수,F,청년,Y,Y
599,남유진,기상 캐스터' 궁금해? ?? 그럼 일단 들어와. 3사 기상 캐스터가 다 모였다☆ #highlight#,170,41044,452,30,889,744093,435,5.108,예술인,F,청년,Y,Y
600,배혜지,기상 캐스터' 궁금해? ?? 그럼 일단 들어와. 3사 기상 캐스터가 다 모였다☆ #highlight#,170,41044,452,30,889,744093,435,5.108,연예인,F,청년,Y,Y
601,이동원,"""그알"" 동원 PD 자기님은 취재하기 위해 안 해본게 없다!??? #highlight#",171,2568218,18023,709,1209,746583,428,5.336,전문기술,M,청년,Y,N
602,god,완전체로 예능 컴백한 god? 첫인상부터 JYP 썰까지 웃음보 장착 준비?? #highlight#,171,1015674,9987,452,1022,746583,428,5.336,연예인,M,중년,N,Y
603,박정하,구조되기까지?? 봉화 광산 붕괴 사고 생존자 박정하 자기님의 암담했던 심정??  #highlight#,171,166599,2297,113,1129,746583,428,5.336,전문기술,M,청년,Y,N
604,손웅정,"(ENG)손흥민이 축구로 성공할 수밖에 없었던 이유, 손웅정 자기님의 노력? #highlight#",172,3916328,41517,4017,866,749074,421,6.603,운동선수,M,청년,N,Y
605,뉴진스,(ENG)라따따따 내 심장을 울린~ ★뉴진스★의 A to Z?? #highlight #highlight#,172,2321667,39096,1922,1276,749074,421,6.603,연예인,F,청년,Y,N
606,김상규,그알' 전설의 기장님을 모셨다! 하루 최장 운행 거리가 1200km..?#,172,25400,338,30,214,749074,421,6.603,기타,M,중년,Y,N
607,김민재2,96즈 김민재&황인범 선수가 생생하게 재연해 주는 월드컵 그때 그 상황? #highlight#,173,1652166,14793,928,1033,751565,414,5.83,운동선수,M,청년,Y,Y
608,최수혁,좋은 기운 잔뜩 받아 가? 수능 만점자 자기님들의 이야기 #highlight#,173,243483,1906,162,771,751565,414,5.83,학생,M,청소년,N,N
609,권하은,좋은 기운 잔뜩 받아 가? 수능 만점자 자기님들의 이야기 #highlight#,173,243483,1906,162,771,751565,414,5.83,학생,F,청소년,N,N
610,김연후,"유재석 아저씨 보고 싶었던 거 맞아요?ㅋㅋ 제가 좋아하는 NCT, BTS....#",173,17317,257,26,219,751565,414,5.83,기타,F,청년,N,N
611,임지호,"유재석 아저씨 보고 싶었던 거 맞아요?ㅋㅋ 제가 좋아하는 NCT, BTS....#",173,17317,257,26,219,751565,414,5.83,전문기술,M,청년,N,N
612,서정윤,"유재석 아저씨 보고 싶었던 거 맞아요?ㅋㅋ 제가 좋아하는 NCT, BTS....#",173,17317,257,26,219,751565,414,5.83,기타,M,청년,N,N
613,포레스텔라,전 세계 사람들의 귀를 녹인 포레스텔라의 개인기&라이브 SHOW?? #highlight#,174,653792,10933,528,1083,754056,407,5.553,연예인,M,청년,N,Y
614,조규성,★대한민국 9번 선수 조규성 자기님★ 그에게 축구란 무엇인가? #highlight#,174,618122,6936,424,1328,754056,407,5.553,운동선수,M,청년,N,Y
615,진명 스님,종교인 자기님들이 들려 주시는 꿀 같은 명언 모음? #highlight#,174,237711,2428,197,649,754056,407,5.553,사회복지,M,중년,Y,N
616,김진 목사,종교인 자기님들이 들려 주시는 꿀 같은 명언 모음? #highlight#,174,237711,2428,197,649,754056,407,5.553,사회복지,M,중년,N,N
617,차바우나 신부,종교인 자기님들이 들려 주시는 꿀 같은 명언 모음? #highlight#,174,237711,2428,197,649,754056,407,5.553,사회복지,M,중년,N,N
618,조정석,연기 장인부터 딸 바보의 모습까지? 다재다능 조정석 자기님의 A to Z #highlight#,175,1195160,8259,204,1427,756546,400,5.546,연예인,M,청년,Y,Y
619,김진수,기업에서 지원까지?! 34년 만의 대위 부부의 다섯 쌍둥이 탄생 이야기???? #highlight#,175,924236,7477,599,1182,756546,400,5.546,사회복지,M,청년,Y,N
620,국태익,졸업 사진 하면 의정부고지..! 의정부고 졸업 사진 모음부터 역사까지?? #highlight#,175,120340,1064,24,662,756546,400,5.546,운동선수,M,청년,Y,N
621,서혜정,기업에서 지원까지?! 34년 만의 대위 부부의 다섯 쌍둥이 탄생 이야기???? #highlight#,175,924236,7477,599,1182,756546,400,5.546,사회복지,F,청년,Y,N
622,주현서,졸업 사진 하면 의정부고지..! 의정부고 졸업 사진 모음부터 역사까지?? #highlight#,175,120340,1064,24,662,756546,400,5.546,운동선수,M,청년,Y,N
623,김혜자,괜히 '국민'이라는 타이틀이 붙는 게 아니다! 김혜자 자기님 편♥ #highlight#,176,533065,8068,492,1247,759037,393,6.281,연예인,F,노년,Y,Y
624,저스트 절크,춤으로 세계를 놀라게 한 댄스 크루! 저스트절크의 이야기 #highlight#,176,442137,5708,264,1145,759037,393,6.281,예술인,M,청년,Y,N
625,페퍼톤스,페퍼톤스는 어떻게 먹고 살까? 이렇게 먹고 살고 있습니다^^7 (걱정 ㄴㄴ해)#,177,480412,4587,293,467,761528,386,4.925,연예인,M,중년,N,Y
626,이하늬,(경) 이하늬 득녀 (축) 국악계 인재에서 다재다능 배우까지  #highlight#,177,425054,3366,193,1214,761528,386,4.925,연예인,F,청년,Y,Y
627,나종호,"용기 낸 당신에게 전하고 싶은 말, ""살아있어줘서 고맙습니다"" #highlight#",177,44196,651,28,829,761528,386,4.925,사회복지,M,중년,Y,N
628,민병철,영어는 비대면으로 해라! 민병철 자기님이 전화 영어를 선호하는 이유#,177,8832,78,16,238,761528,386,4.925,전문기술,M,중년,Y,Y
629,곽튜브,학교 폭력의 원인을 피해자에게서 찾는 사회... 곽튜브가 해외로 간 이유#,178,1157844,23127,3281,342,764019,379,6.162,예술인,M,청년,Y,Y
630,원지,학교 폭력의 원인을 피해자에게서 찾는 사회... 곽튜브가 해외로 간 이유#,178,1157844,23127,3281,342,764019,379,6.162,예술인,F,청년,N,N
631,이성민,미생에서 완생으로! 이성민 자기님의 연기 인생 #highlight#,178,490507,4854,265,989,764019,379,6.162,전문기술,M,청년,N,Y
632,나응식,강아지?? VS 고양이?? 내 반려동물의 매력 뽀인트는?  #highlight#,178,214471,3154,294,1016,764019,379,6.162,예술인,F,청년,Y,Y
